kind,etag,id,snippet.channelId,snippet.videoId,snippet.topLevelComment.kind,snippet.topLevelComment.etag,snippet.topLevelComment.id,snippet.topLevelComment.snippet.channelId,snippet.topLevelComment.snippet.videoId,snippet.topLevelComment.snippet.textDisplay,snippet.topLevelComment.snippet.textOriginal,snippet.topLevelComment.snippet.authorDisplayName,snippet.topLevelComment.snippet.authorProfileImageUrl,snippet.topLevelComment.snippet.authorChannelUrl,snippet.topLevelComment.snippet.authorChannelId.value,snippet.topLevelComment.snippet.canRate,snippet.topLevelComment.snippet.viewerRating,snippet.topLevelComment.snippet.likeCount,snippet.topLevelComment.snippet.publishedAt,snippet.topLevelComment.snippet.updatedAt,snippet.canReply,snippet.totalReplyCount,snippet.isPublic
youtube#commentThread,EtsIJmGi7wNNcQMt6l2Fh5VxUfA,UgzX0OOcEIbjRLbpgQl4AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,youtube#comment,qZi-tm761o2j4zQSjBSOwHDZ9jc,UgzX0OOcEIbjRLbpgQl4AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,"Muy buenos los escucho cuando trabajo o hago tareas, Teka por que hay un pueblo en Estados Unidos que se llama BOLIVIAAAAA!! es una señal?","Muy buenos los escucho cuando trabajo o hago tareas, Teka por que hay un pueblo en Estados Unidos que se llama BOLIVIAAAAA!! es una señal?",@manuelabasto4573,https://yt3.ggpht.com/ytc/AIdro_k-uytXZfyM_Ria9_XlSMtJQSCBbZQZVaM5HnN0usoeyQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@manuelabasto4573,UCZXATMMsEvXtT1UCCbsvzbg,True,none,0,2024-09-05T17:11:53Z,2024-09-05T17:11:53Z,True,0,True
youtube#commentThread,EbfLvr_57g50cluGbm2lPUNDCLs,UgxHRFxfbGcTI4wsK_B4AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,youtube#comment,zFqNL__SP6fhqwzVTYI1wJC6sds,UgxHRFxfbGcTI4wsK_B4AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,"Julio César en 2024: vini, vidi, valistes madre Boliviaaaaaaa!!!","Julio César en 2024: vini, vidi, valistes madre Boliviaaaaaaa!!!",@marcelourra9069,https://yt3.ggpht.com/ytc/AIdro_mijiIuoVVb1TgDkIRtIha9wUuX8jziAgKybsBuYOEzC98=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@marcelourra9069,UCuD2nrlsc8sjoYnLMc-WDZg,True,none,0,2024-08-02T19:33:14Z,2024-08-02T19:33:14Z,True,0,True
youtube#commentThread,U36WBZeyecb10WzGwySElRUYQOM,UgydQIg2Qg6rRrBAydt4AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,youtube#comment,wLHW3UuvPxySFrh0buMfRnArUGY,UgydQIg2Qg6rRrBAydt4AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,"Ayuda!! Qué significa &quot;yo soy aquel, Raquel y ella es Maribel&quot;??? <a href=""https://www.youtube.com/watch?v=rXd-HsVezzs&amp;t=565"">9:25</a>","Ayuda!! Qué significa ""yo soy aquel, Raquel y ella es Maribel""??? 9:25",@cristinaaguilar7994,https://yt3.ggpht.com/ytc/AIdro_mvtNxps9hEx3BTScywg6aWlqffdiYCHz_8Xfa9jB9UBoct=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@cristinaaguilar7994,UCja2phCAM0OjoHoe4zkPuWw,True,none,1,2024-08-01T15:35:06Z,2024-08-01T15:35:06Z,True,0,True
youtube#commentThread,OZmiSS76ElPlU_EzVXaWs6wWDcc,UgwGb-kafcI9NURO4dJ4AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,youtube#comment,4fSb0EWGzZ_5r7Sl79YGdpTOpbg,UgwGb-kafcI9NURO4dJ4AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,"Los escucho desde tiempo es spoty no los venia a ver, por no perder la magia…, y efectivamente se perdió la magia y se quintuplicó el vicio por la historia. Tenga su re like como decimos acá en ECU mis panas! 👍🏻👍🏻👍🏻👍🏻","Los escucho desde tiempo es spoty no los venia a ver, por no perder la magia…, y efectivamente se perdió la magia y se quintuplicó el vicio por la historia. Tenga su re like como decimos acá en ECU mis panas! 👍🏻👍🏻👍🏻👍🏻",@nejotube5881,https://yt3.ggpht.com/ytc/AIdro_lyb_pzgnXP7lyGst8cholIMt_PH-Tf1vDkbcqvynM=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@nejotube5881,UCc80PwyaI2qEGWhXGBj1hrw,True,none,0,2024-08-01T05:06:02Z,2024-08-01T05:06:02Z,True,0,True
youtube#commentThread,hjMPx-rFEsWzKTU-zpGZRwdQxYU,UgxiySpw2lEqMr1ah1h4AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,youtube#comment,Tc3XYKTjINL84FczzZNRuq2a2rY,UgxiySpw2lEqMr1ah1h4AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,"Hola me gusta mucho su podcast hoy es primera vez que los veo en YouTube tengo dos años escuchándolos, los escucho en california EU y quiero probar si pueden decir la palabra  Ticuitaco es una comunidad en michoacan que pertenece a la Piedad Mich, y de ahí es originario Jose Hernandez el astronauta mexicano","Hola me gusta mucho su podcast hoy es primera vez que los veo en YouTube tengo dos años escuchándolos, los escucho en california EU y quiero probar si pueden decir la palabra  Ticuitaco es una comunidad en michoacan que pertenece a la Piedad Mich, y de ahí es originario Jose Hernandez el astronauta mexicano",@ninjas5777,https://yt3.ggpht.com/j_tM6uUBcCIS0u27icqd8k7-x9AosrlBfRvTOX8W_lAarynB1WCxgRi96D36Tq3It5O0LhjdOA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ninjas5777,UCMhSFzfC2gg6K03CmauXNGA,True,none,0,2024-07-30T07:53:38Z,2024-07-30T07:53:38Z,True,0,True
youtube#commentThread,0CrPl0HsP5f-UAucx5sa0jfBz1U,UgxPqvNH_zcnVyKbC-F4AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,youtube#comment,NqMJ60uhQNv54MO-NgDTv4J3UAc,UgxPqvNH_zcnVyKbC-F4AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,Les mando un saludo enorme desde buenos aires! Muy bueno el laburo que hacen,Les mando un saludo enorme desde buenos aires! Muy bueno el laburo que hacen,@lumaka698,https://yt3.ggpht.com/ylfo6J0uUvduVPvJYK-6PhZI3r-jJJhXaXS--LKgNGq3Ejflb3q6dgLUNhDZ_mnOwcpioFlAnXs=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@lumaka698,UCqmrUPAP9-wdWeUcZ_P8pXw,True,none,0,2024-07-27T02:16:04Z,2024-07-27T02:16:04Z,True,0,True
youtube#commentThread,l25qhrvANvlqfPjWhx9njFxGQFE,UgxWe0sfBWZiaUOCLmF4AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,youtube#comment,IeyNIlj8waiONrbH4g5BTnqbjb8,UgxWe0sfBWZiaUOCLmF4AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,Vengo de Spotify  Jajaj a decirles que a veces me desespera sus 15 minutos de tonterías pero me gusta escucharlos 😭😭,Vengo de Spotify  Jajaj a decirles que a veces me desespera sus 15 minutos de tonterías pero me gusta escucharlos 😭😭,@paulinavalencia.3997,https://yt3.ggpht.com/Q-bfpOj0lcZEJVKYIqhonNhiuUgRIRXBztsYcVBF7F_XTtCYDvG9uJ2pCe4HVtia3bCe-ioH=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@paulinavalencia.3997,UCNk6yXMhN2m3vWKP6bsc6Og,True,none,0,2024-07-26T17:06:52Z,2024-07-26T17:06:52Z,True,0,True
youtube#commentThread,tTxnZx4ojrKslaORrWGremAUS7I,Ugy645SBcevZhjR-F214AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,youtube#comment,q-cX0pUApG_Ig2KtCac0csgqQTs,Ugy645SBcevZhjR-F214AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,"Me gusta mucho verlos,aprendo y me divierto. Tengo una petición,harían un capítulo hablando de la historia de Rusia??? Será interesante escucharlos pronunciar palabras rusas 🙈","Me gusta mucho verlos,aprendo y me divierto. Tengo una petición,harían un capítulo hablando de la historia de Rusia??? Será interesante escucharlos pronunciar palabras rusas 🙈",@mangie-ee9ri,https://yt3.ggpht.com/Y9mKzv8QN3fLM6TRvA3t_69IkgWVKHecTOrbcWQQaFyzFOkb8x3r4r5to0-hkqblrUTB-t9YmQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@mangie-ee9ri,UCbwD3sOoRpA1LlfHRG_Epmw,True,none,0,2024-07-25T18:50:36Z,2024-07-25T18:50:36Z,True,0,True
youtube#commentThread,RGvr1XKnRsO-ddT4Usko1Q-LYSY,UgyyISvy7nTIs-vt-Wt4AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,youtube#comment,M1wgZlAZjlFN7Vc8cjnhXc-rj9s,UgyyISvy7nTIs-vt-Wt4AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,"Le enseñé el podcast a mi novio y creo que los quiere más a ustedes que a mí, bastante razonable jaja <br>Estamos escuchando todos los capítulos excepto los primeros que tienen el audio muy deprimente y somos mamoncitos. Les estamos contando las veces que dicen *justamente*, ya cambien de muletilla.<br>Por cierto, a su capítulo de las guerras cristeras le hace falta Abelardo L. Rodríguez, que diosito me lo bendiga","Le enseñé el podcast a mi novio y creo que los quiere más a ustedes que a mí, bastante razonable jaja 
Estamos escuchando todos los capítulos excepto los primeros que tienen el audio muy deprimente y somos mamoncitos. Les estamos contando las veces que dicen *justamente*, ya cambien de muletilla.
Por cierto, a su capítulo de las guerras cristeras le hace falta Abelardo L. Rodríguez, que diosito me lo bendiga",@LadySkywalkerW,https://yt3.ggpht.com/ytc/AIdro_lwbDah96CnBihX4Y-e36Gm0TnYnOORwUSk-Wx4KTUTgw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@LadySkywalkerW,UCC-kANsNvPcG9ut34SPngeg,True,none,0,2024-07-25T06:44:55Z,2024-07-25T06:45:46Z,True,0,True
youtube#commentThread,OJVxW7SglgV1YUPCxNhZOp5V-uo,Ugwz8nxNko7TLrDvD-14AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,youtube#comment,yMdMHR2aDDko-1-r65zm9FNk0pk,Ugwz8nxNko7TLrDvD-14AaABAg,UCeYSnd34IPe57sM8hkjWhrw,rXd-HsVezzs,"Es detractores no retractores, pero todo bien estimados tontos,  para cuando Cuauhtemoc","Es detractores no retractores, pero todo bien estimados tontos,  para cuando Cuauhtemoc",@carlosarduino1645,https://yt3.ggpht.com/ytc/AIdro_lWd6HtPZkimaoPYLPYOMITwemp8cW5HjKbDLWvuig=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@carlosarduino1645,UCCBS68C82en8WpkcFWbtVSQ,True,none,0,2024-07-25T05:20:21Z,2024-07-25T05:20:21Z,True,0,True
